trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153842737815495661,IND573134AAB,Sakleshpur_RgvdrDPP_D (Karnataka),IND573201AAB,Hassan_Pandrnga_I (Karnataka),test,FTL,night,43.2617,32.0,81.0,5,1,0.0019878478139222,0.0038249174446191,1.924150036954915,2.0,2.0,0.025467381261235,76.98145653590277,112.27438926297624,133.1341511844866,184.3569384746023,35.29293272707348,51.22278729011569,3797.8509999999997,1946.7765,1851.0744999999997,20.14066557330745,1226.6536694286665,30.39315283925407,Carting,True,False
trip-153819589367305670,IND380006AAA,Ahmedabad_Paldi_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),test,Carting,morning,14.5345,11.0,19.0,7,5,0.0,0.0,0.0,0.0,1.0,0.0726781514530142,51.03871609286625,36.9025664263653,235.1854383850296,61.42250795625884,-14.136149666500955,-173.76293042877077,2936.035,654.0525,2281.9825,20.0,-2020.352297617727,inf,Carting,False,False
trip-153857657012488227,IND580028AAA,Hubli_Adargchi_IP (Karnataka),IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),test,FTL,afternoon,111.9254,87.0,162.0,14,2,0.0133307864363468,0.0268989307113226,2.0178052390053844,8.0,7.0,0.0023812111156584,205.7951021592922,206.3814637595299,320.18690138296125,248.14259375932855,0.5863616002376943,-72.0443076236327,5857.762,5036.643,821.1189999999997,20.989237954714206,-743.7702748426328,inf,Carting,True,True
trip-153857657012488227,IND591123AAC,Ramdurg_GndhiNGR_D (Karnataka),IND587103AAB,Bagalkot_Sector4_D (Karnataka),test,FTL,evening,63.9616,51.0,87.0,23,2,0.0012114933746332,0.0023812111156584,1.9655172413793105,1.0,1.0,0.0020504401230082,92.37347071858765,93.2432199788385,107.66881920344257,118.20323654235777,0.8697492602508419,10.534417338915205,4418.848,2878.272,1540.576,20.087571674840035,123.27658227849629,251.03251768147447,Carting,True,False
trip-153857657012488227,IND587103AAB,Bagalkot_Sector4_D (Karnataka),IND582209AAA,Rona_GadagRD_D (Karnataka),test,FTL,night,66.2883,61.0,114.0,1,3,0.0012019821410737,0.0020504401230082,1.7058823529411764,1.0,2.0,0.0,105.05022186973125,97.56092423905788,122.54189083061301,105.18360473689557,-7.489297630673363,-17.35828609371744,4488.649,2982.9735000000005,1505.6754999999998,20.075407205413363,-324.5880304780261,inf,Carting,True,False
trip-153857657012488227,IND582209AAA,Rona_GadagRD_D (Karnataka),IND582101AAB,Gadag_Cdosclrd_D (Karnataka),test,FTL,night,39.401300000000006,36.0,63.0,4,3,0.0,0.0,1.9016393442622952,1.0,1.0,0.0023956827765135,62.76982481722944,112.24884378778445,82.77825961456674,148.7958028324423,49.47901897055501,66.01754321787556,3682.039,1773.0585000000003,1908.9805,20.0,1649.7558115898555,23.14258251541277,Carting,True,False
trip-153857657012488227,IND582101AAB,Gadag_Cdosclrd_D (Karnataka),IND580028AAA,Hubli_Adargchi_IP (Karnataka),test,FTL,night,62.2588,46.0,117.0,5,3,0.0011829596739549,0.0023956827765135,2.025160137965016,2.0,1.0,0.0268989307113226,137.08524712993054,137.06872123052608,238.09295682216052,251.0070573017993,-0.016525899404456368,12.91410047963879,4367.764,2801.646,1566.118,20.08810388618848,129.37792203178083,243.16622641614003,Carting,True,False
trip-153855540908113479,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,morning,279.48920000000004,211.0,415.0,8,2,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.4575710171408227,453.5788628488949,382.83799857824556,575.3786328276414,427.52925174610203,-70.74086427064935,-147.84938108153932,10884.676000000001,12577.014000000001,-1692.3379999999997,25.158440080296216,-3639.559692405893,inf,Carting,True,True
trip-153855540908113479,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,FTL,evening,1322.2374,962.0,1793.0,23,2,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.1300924670991227,1865.7438783893583,344.5306424194304,2032.2341939581443,449.81596161263235,-1521.2132359699278,-1582.418232345512,42167.122,59500.683,-17333.560999999994,30.0,-69372.67056428052,inf,Carting,True,True
trip-153843649696883498,IND712310AAE,Kolkata_North_I_4 (West Bengal),IND712124AAA,Hooghly_DC (West Bengal),test,Carting,evening,19.6684,20.0,87.0,23,0,1.1096439152675908e-05,3.036234956022241e-05,2.736224580017683,3.0,3.0,5.840231132987318e-06,48.57085418344557,60.47965003706911,72.62829172283406,80.02967494667226,11.908795853623545,7.401383223838195,3090.0519999999997,885.078,2204.9739999999997,20.00111660901698,312.2071790053073,141.25857782758064,Carting,False,False
trip-153843649696883498,IND712124AAA,Hooghly_DC (West Bengal),IND712310AAE,Kolkata_North_I_4 (West Bengal),test,Carting,night,19.0162,19.0,163.0,2,1,1.5852055932394153e-06,5.840231132987318e-06,3.684210526315789,1.0,1.0,3.036234956022241e-05,46.3422569535036,53.34762452439191,54.09003408000766,86.66700048359343,7.0053675708883105,32.576966403585764,3070.486,855.729,2214.7569999999996,20.0002147809652,465.88201852937607,95.07904131494847,Carting,False,False
trip-153858946877543403,IND335001AAA,Ganga Nagar_DC (Rajasthan),IND125104AAA,Sirsa_AnprnDPP_D (Haryana),test,FTL,night,109.4156,80.0,190.0,3,3,0.0027582577322365,0.0049387051712255,1.790516206482593,1.0,1.0,0.0050144412229544,159.78815028036425,173.43071841532242,257.17311596520676,237.7943274407384,13.642568134958168,-19.378788524468348,5782.468,4923.702,858.7659999999996,20.181626349944946,79.78147799568046,217.2345633277835,Carting,True,True
trip-153817183919738835,IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),IND642126AAA,Udumalpet_Artclgrd_D (Tamil Nadu),test,Carting,evening,70.4011,71.0,96.0,21,4,9.550863699267476e-05,0.0002222913060769,2.327447161600293,7.0,6.0,9.98968305010909e-06,112.46803072314107,121.66555581795517,177.847067096791,153.36162401261933,9.197525094814097,-24.485443084171663,4612.032999999999,3168.0495,1443.9834999999994,20.008175008863148,-60.92882345338117,inf,Carting,False,False
trip-153817183919738835,IND642126AAA,Udumalpet_Artclgrd_D (Tamil Nadu),IND642001AAA,Pollachi_Venkatsa_DC (Tamil Nadu),test,Carting,night,29.558,29.0,44.0,2,5,6.737123771267515e-06,9.98968305010909e-06,1.482781582952816,1.0,1.0,8.149746497501027e-06,42.133588765629725,41.54326932798239,53.27839794502333,52.146640020413656,-0.590319437647338,-1.1317579246096727,3386.74,1330.11,2056.63,20.000367381653,-23.124392765122856,inf,Carting,False,False
trip-153817183919738835,IND642001AAA,Pollachi_Venkatsa_DC (Tamil Nadu),IND641062AAD,Coimbatore_Karayam_H (Tamil Nadu),test,Carting,night,64.7177,57.0,96.0,3,5,5.944520974647807e-06,8.149746497501027e-06,1.370967741935484,1.0,1.0,0.0002222913060769,89.70428493954198,92.53541098475606,103.91525642839586,112.86727458752601,2.831126045214077,8.952018159130148,4441.531,2912.2965,1529.2345,20.000299715949424,146.1448925605245,209.279625172693,Carting,False,False
trip-153829263248807816,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND184104AAA,Kathua_BOB_D (Jammu & Kashmir),test,FTL,morning,310.0419,243.0,418.0,7,6,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.0019395325639386,505.2218258053198,452.8271108502498,553.2524547278967,439.1737992501432,-52.39471495506996,-114.07865547775356,11801.257,13951.8855,-2150.6285000000007,25.158440080296216,-2753.189805860237,inf,Carting,True,True
trip-153829263248807816,IND184104AAA,Kathua_BOB_D (Jammu & Kashmir),IND181152AAB,Jammu_Central_I_1 (Jammu & Kashmir),test,FTL,night,77.4042,70.0,87.0,0,0,0.001009181510796,0.0019395325639386,1.921886740085809,2.0,4.0,0.0028441638519544,131.80155338406237,128.55848545559616,186.37078234840422,185.3130710190651,-3.2430679284662176,-1.0577113293391278,4822.126,3483.1890000000003,1338.937,20.071328457151072,-75.70751735310573,inf,Carting,True,False
trip-153829263248807816,IND181152AAA,Jammu_TrnptNgr_L (Jammu & Kashmir),IND184121AAA,Samba_Wardno13_D (Jammu & Kashmir),test,FTL,morning,33.4765,30.0,44.0,9,0,0.0002015192610405,0.0003907879978973,1.9392091648189207,3.0,1.0,0.0007669742810257,59.92760613193721,62.73252533222059,82.15911852529418,77.77417814674862,2.804919200283379,-4.384940378545551,3504.295,1506.4425,1997.8525,20.014371661234996,12.25778212992203,3262.071558746316,Carting,True,False
trip-153829263248807816,IND184121AAA,Samba_Wardno13_D (Jammu & Kashmir),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),test,FTL,morning,340.97,266.0,484.0,10,0,0.0003955087955132,0.0007669742810257,1.9392091648189207,3.0,3.0,0.1402660721185986,549.5174898492987,393.1094964126582,803.5816067514813,399.5672930145063,-156.40799343664054,-404.01431373697505,12729.1,15343.650000000001,-2614.550000000001,20.028206328244895,-7178.412581480011,inf,Carting,True,True
trip-153826266617085891,IND824101AAA,AurngbadBR_Mahindra_D (Bihar),IND821115AAB,Sasaram_Central_I_2 (Bihar),test,FTL,night,38.8182,29.0,53.0,2,6,0.0007989436189926,0.0016116479472924,2.0172236300285085,2.0,2.0,0.048001064478844,76.31009742492216,92.53496497422377,190.77592421274423,150.01674549691398,16.224867549301607,-40.759178715830245,3664.546,1746.819,1917.7269999999999,20.059270137397238,-83.34068710471415,inf,Carting,True,False
trip-153840511741698087,IND754211AAA,Kendrpara_Kapleswr_D (Orissa),IND754202AAA,Cuttack_SliprDPP_DC (Orissa),test,FTL,night,36.1261,33.0,86.0,4,1,0.0,0.0,1.9392091648189207,1.0,0.0,,61.63437943518916,68.0258681239151,85.81856293140108,147.3489148420432,6.391488688725943,61.530351910642125,3583.7830000000004,1625.6745,1958.1085000000003,20.0,743.1332928809401,52.698715526763934,Carting,True,False
trip-153840511741698087,IND754202AAA,Cuttack_SliprDPP_DC (Orissa),IND751002AAB,Bhubaneshwar_Hub (Orissa),test,FTL,morning,38.6596,31.0,101.0,6,1,,,,,,0.0320781062369141,87.6564147807724,112.403338666858,146.03128814147232,161.98333508670316,24.74692388608561,15.952046945230848,3659.788,1739.6819999999998,1920.1060000000002,20.0,654.4589471740208,58.67766063222431,Carting,True,False
trip-153825737671494838,IND110037AAK,Delhi_Kapshera_L (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,Carting,evening,38.7683,38.0,86.0,21,5,0.0,0.0,1.8053306342780029,1.0,1.0,0.4575710171408227,56.85029002952485,116.60853871273521,133.91287915158074,138.93130434816752,59.75824868321036,5.018425196586776,3663.049,1744.5735000000002,1918.4754999999998,20.0,1245.349225630075,30.81024118402389,Carting,False,False
trip-153823463080345040,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND142001AAB,Moga_DPC (Punjab),test,FTL,afternoon,164.2003,118.0,229.0,15,5,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.0010806880242983,225.79770150564434,360.6412348891571,219.23187682498764,439.50219156166634,134.84353338351275,220.2703147366787,7426.009,7389.0135,36.99549999999999,25.158440080296216,6163.2817122298875,0.15101517559122762,FTL,False,False
trip-153823463080345040,IND142001AAB,Moga_DPC (Punjab),IND152026AAA,Muktsar_DPC (Punjab),test,FTL,evening,77.4136,60.0,98.0,21,5,0.0006045577831216,0.0010806880242983,1.7875677966101695,2.0,2.0,0.001833718747087,117.9354210539455,137.20876016789208,190.43878558037153,214.57731723160057,19.273339113946577,24.138531651229044,4822.407999999999,3483.612,1338.7959999999994,20.039743498442895,628.0977635618337,42.71489247883641,Carting,True,False
trip-153823463080345040,IND152026AAA,Muktsar_DPC (Punjab),IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),test,FTL,evening,158.79770000000002,120.0,488.0,23,5,0.0010163149359656,0.001833718747087,1.8042820017642995,2.0,4.0,0.0156099201073601,492.2877721285703,319.67608047415155,472.5052147287629,432.57379635272486,-172.61169165441873,-39.93141837603804,7263.9310000000005,7145.896500000001,118.03449999999975,20.067437036897747,-3864.5348661350386,inf,Carting,True,True
trip-153817750241017024,IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),IND277303AAC,Sikandarpur_Central_D_3 (Uttar Pradesh),test,FTL,evening,127.6621,99.0,225.0,23,4,0.0059902937861525,0.0202066266170631,3.373227981534659,5.0,5.0,3.060239397748691e-05,190.7428236586631,153.9275801265067,247.80993718885745,283.8900806864215,-36.81524353215639,36.08014349756408,6329.862999999999,5744.7945,585.0684999999994,20.743121063095753,-389.4556612829535,inf,Carting,True,True
trip-153817750241017024,IND277211AAA,Sahatwar_PnchmDPP_D (Uttar Pradesh),IND277201AAA,Bariya_BgnprDPP_D (Uttar Pradesh),test,FTL,morning,23.2324,20.0,53.0,6,5,0.0004097756458523,0.0005795111462177,1.41421568627451,1.0,1.0,0.0015593094350714,42.95166869448977,40.16058551982467,55.86163176952719,54.97150596038325,-2.791083174665097,-0.8901258091439459,3196.9719999999998,1045.4579999999999,2151.514,20.02131216393584,-64.79189086050242,inf,Carting,True,False
trip-153817750241017024,IND277201AAA,Bariya_BgnprDPP_D (Uttar Pradesh),IND221706AAA,Ratanpura_MubarDPP_D (Uttar Pradesh),test,FTL,morning,81.811,57.0,186.0,7,5,0.0008040955371706,0.0015593094350714,1.9392091648189207,1.0,1.0,0.0029415651426548,154.37272565221778,144.799178694561,216.43445515295417,174.4750173012908,-9.573546957656788,-41.95943785166338,4954.33,3681.4950000000003,1272.8349999999996,20.057345330670238,-612.817404804914,inf,Carting,True,False
trip-153817750241017024,IND221706AAA,Ratanpura_MubarDPP_D (Uttar Pradesh),IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),test,FTL,morning,119.2814,84.0,286.0,10,5,0.0011984154284889,0.0029415651426548,2.4545454545454546,1.0,1.0,0.0202066266170631,317.4501288226942,241.2512601035276,434.32306277840087,201.75848332906287,-76.19886871916657,-232.564579449338,6078.442,5367.6630000000005,710.7789999999995,20.10817931450909,-3870.445648653081,inf,Carting,True,True
trip-153853671600705213,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,night,279.4618,211.0,413.0,3,2,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.4575710171408227,456.5324524273471,365.27719405787525,592.0514076015356,367.5804144463662,-91.25525836947185,-224.47099315516942,10883.854,12575.780999999999,-1691.9269999999997,25.158440080296216,-5119.509965229763,inf,Carting,True,True
trip-153801485559026926,IND786001AAB,Dibrugarh_Bokule_H (Assam),IND786171AAA,Digboi_JyotiNgr_D (Assam),test,Carting,night,69.1857,48.0,152.0,2,3,0.0118541674262443,0.0283971448421164,2.395541063410921,6.0,5.0,0.0038362329196928,119.23598670202452,135.87679451409576,144.00033731461903,191.79715799103911,16.640807812071245,47.79682067642008,4575.571,3113.3565,1462.2145,21.044336437935563,853.1209456853832,36.06913420430271,Carting,False,False
trip-153801485559026926,IND786171AAA,Digboi_JyotiNgr_D (Assam),IND786181AAC,Margherita_CivilHPL_D (Assam),test,Carting,night,12.0139,8.0,20.0,5,3,0.0012103044704382,0.0038362329196928,3.169642857142857,1.0,1.0,0.0056023805489118,45.44756630286043,19.486337990505252,42.49376430489868,53.83884662220152,-25.96122831235518,11.34508231730284,2860.417,540.6255,2319.7915,20.14108171242981,-408.63610580067234,inf,Carting,False,True
trip-153801485559026926,IND786181AAC,Margherita_CivilHPL_D (Assam),IND786001AAB,Dibrugarh_Bokule_H (Assam),test,Carting,morning,85.56139999999999,60.0,199.0,6,3,0.0019910182251087,0.0056023805489118,2.813826854149435,3.0,3.0,0.0283971448421164,159.31441703524877,199.662768145808,219.3616082269828,268.13482428593056,40.348351110559236,48.77321605894775,5066.842,3850.2629999999995,1216.5790000000002,20.206033746665003,1308.0367689724892,18.793230368282547,FTL,True,False
trip-153807888070969855,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND584101AAA,Raichur_LSRoad_DC (Karnataka),test,FTL,evening,101.615,93.0,66.0,20,3,0.0099372575626195,0.0188984815585573,1.90178038955604,9.0,7.0,0.0022772627822043,156.78931600995895,181.72539415886015,204.13386332751435,255.22593361945542,24.936078148901203,51.09207029194107,5548.45,4572.675,975.7749999999996,20.695012580419117,1044.7279697235138,19.3291234521104,FTL,False,False
trip-153807888070969855,IND509103AAB,Wanaparthy_VallaDPP_D (Telangana),IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),test,FTL,night,75.96039999999999,58.0,131.0,4,4,0.000404227426276,0.0008058204165319,1.9934827875376655,2.0,2.0,0.0188984815585573,153.94767549141346,245.3953855022839,296.88961079793444,385.4920732040238,91.44771001087042,88.60246240608939,4778.812,3418.218,1360.594,20.029634937881802,2719.001735718697,10.022870070536731,FTL,False,False
trip-153817125576276770,IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),IND591237AAB,Nipani_AkkolRD_D (Karnataka),test,FTL,evening,37.0283,28.0,66.0,21,4,0.0083684324271769,0.0267185327670606,3.1927763054273623,5.0,5.0,0.0,64.24890763323548,82.53660027933188,107.95912425081153,126.57358952189213,18.287692646096403,18.614465271080604,3610.849,1666.2735,1944.5755000000001,20.982603620608824,579.0133791249003,70.46859087870173,Carting,True,False
trip-153817125576276770,IND591237AAB,Nipani_AkkolRD_D (Karnataka),IND591201AAA,Chikodi_IndraNgr_D (Karnataka),test,FTL,evening,27.4995,25.0,44.0,23,4,0.0,0.0,2.3014705882352944,1.0,0.0,0.0,60.45608466615399,58.56172945769696,98.65499135010658,118.1540228030437,-1.8943552084570285,19.499031452937118,3324.985,1237.4775,2087.5075,20.0,157.1032103602306,265.7498207978614,Carting,True,False
trip-153817125576276770,IND591201AAA,Chikodi_IndraNgr_D (Karnataka),IND591304AAA,Athani_VikrmMah_D (Karnataka),test,FTL,night,74.7597,61.0,90.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0005690335856469,97.8976242422076,119.8558003857125,111.69888465169079,145.06611092904765,21.9581761435049,33.36722627735686,4742.790999999999,3364.1865,1378.6044999999995,20.0,772.8357856436667,35.67651823606512,Carting,True,False
trip-153817125576276770,IND591304AAA,Athani_VikrmMah_D (Karnataka),IND586101AAB,Bijapur_Central_D_2 (Karnataka),test,FTL,night,75.3052,66.0,95.0,2,5,0.0003966976997081,0.0005690335856469,1.4344262295081966,1.0,2.0,0.0007677427923293,107.70768915171735,123.71804215879634,117.34785775459272,145.06039976126544,16.01035300707899,27.71254200667272,4759.156,3388.734,1370.422,20.020926840046922,597.9574942717145,45.88473071218543,Carting,True,False
trip-153817125576276770,IND586101AAB,Bijapur_Central_D_2 (Karnataka),IND416404AAA,Jath_Shivprsad_D (Maharashtra),test,FTL,night,60.0619,43.0,95.0,4,5,0.0003959050969115,0.0007677427923293,1.9392091648189207,1.0,1.0,0.003067897124103,97.45185641041854,115.96515924988309,159.5419989361881,113.97703122232444,18.513302839464544,-45.56496771386365,4301.857,2702.7855,1599.0715,20.028234591098844,-85.50415892970078,inf,Carting,True,False
trip-153850935692114041,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND173212AAA,Solan_MohanPrk_D (Himachal Pradesh),test,FTL,evening,94.7118,88.0,202.0,19,1,0.0497085446972243,0.1402660721185986,2.8217698380220506,30.0,28.0,0.0020651478222551,166.7059938969594,198.02469208528206,209.94859437730722,185.4556264851564,31.318698188322657,-24.49296789215083,5341.353999999999,4262.031,1079.3229999999994,25.158440080296216,479.82715921214935,56.59138400454676,Carting,True,True
trip-153850935692114041,IND134102AAA,Kalka_Pinjore_DC (Haryana),IND174103AAA,Baddi_ByePass_D (Himachal Pradesh),test,FTL,night,19.522,14.0,38.0,4,2,3.302511652582115e-07,6.404260863608518e-07,1.9392091648189207,2.0,1.0,0.0013143401918205,42.044920127425975,40.72170113154239,55.608439669930334,57.08781567106781,-1.323218995883586,1.4793760011374744,3085.66,878.4899999999999,2207.17,20.00002355237829,-11.670633649839724,inf,Carting,True,False
